id,grade,age,school code,sex,homeless,disadvantaged,specialneeds,excused1,unexcused1,tardy1,excused2,unexcused2,tardy2,excused3,unexcused3,tardy3,excused4,unexcused4,tardy4
302600,9,15,1,F,N,,,0,0,0,0,0,0,0,1,0,0,0,0
302601,8,15,2,M,N,,,0,0,0,0,0,0,2,0,2,1,0,1
302875,11,18,1,M,N,,,2,0,0,18,0,4,4,4,12,1,19,13
302876,11,17,1,F,N,,,11,0,2,20,0,2,2,0,0,13,0,2
302877,10,17,1,F,N,,,6,0,1,0,0,0,10,0,0,4,4,1
302878,9,15,1,M,N,,504,0,2,1,14,2,1,11,3,5,12,3,2
303154,12,19,1,F,N,,,10,2,2,12,0,5,6,0,1,5,5,6
303155,12,18,1,F,N,,,11,2,3,35,1,4,25,1,2,27,1,3
303158,9,15,1,M,N,YES,IEP,1,4,5,0,2,3,1,14,4,2,24,11
303159,8,14,2,F,N,,,0,1,0,0,1,1,0,1,3,0,4,1
303437,12,18,1,F,N,,504,5,17,19,12,40,4,16,31,9,14,32,3
303438,11,17,1,F,N,,,0,1,0,34,0,0,44,0,0,2,0,0
303439,10,16,1,F,N,,,1,0,1,10,2,3,8,1,6,17,3,7
303441,8,14,2,M,N,,,0,0,2,1,2,3,2,0,4,1,0,5
303724,11,17,1,F,N,,504,0,0,5,0,0,9,5,2,1,8,3,1
303725,10,16,1,M,N,YES,IEP,4,0,2,16,6,3,5,11,2,6,7,1
303726,9,16,1,M,N,,504,0,0,3,0,0,2,0,0,2,0,0,0
303727,8,14,2,F,N,,IEP,2,0,6,7,1,6,1,0,11,1,0,14
304001,12,18,1,F,N,,,5,0,1,11,0,1,5,2,3,20,2,2
304002,11,18,1,M,N,,IEP,0,0,3,12,7,10,11,2,4,6,5,5
304003,10,16,1,M,N,YES,IEP,3,0,0,15,1,0,10,0,0,10,0,1
304004,9,15,1,M,N,,,12,0,0,5,1,0,26,0,0,10,0,1
304005,7,14,2,M,N,,IEP,2,3,0,0,4,0,3,1,0,1,1,0
304280,12,19,1,M,N,YES,IEP,16,2,4,17,3,3,26,5,5,8,4,1
304284,9,15,1,M,N,,,7,1,1,10,8,8,11,2,10,5,0,2
304285,8,15,2,F,N,,,0,0,0,1,0,1,0,0,4,7,0,1
304559,12,18,1,M,N,YES,IEP,25,0,0,2,3,0,10,0,0,11,4,2
304560,11,17,1,F,N,,IEP,2,0,2,0,2,1,0,2,0,0,1,1
304561,10,17,1,M,N,,,4,0,0,0,0,0,4,0,0,0,2,0
304562,8,15,2,M,N,,IEP,0,0,0,0,0,1,0,4,0,3,0,1
304563,8,14,2,M,N,,,6,0,2,1,2,1,3,0,6,0,0,1
304839,12,18,1,F,N,,,4,6,3,7,31,1,6,44,5,5,29,5
304840,10,17,1,M,N,YES,504,6,0,2,22,1,3,11,0,2,19,4,2
304841,10,16,1,F,N,,,0,0,0,0,0,0,3,0,2,0,1,0
305123,12,18,1,M,N,,,19,0,3,10,0,4,30,14,1,10,5,0
305124,11,17,1,M,N,,,0,1,0,0,0,0,3,0,3,3,1,4
305129,8,14,2,F,N,,,0,0,0,0,0,0,0,0,0,0,0,0
305404,11,17,1,M,N,,,14,2,2,26,0,6,13,6,5,2,8,8
305408,9,15,1,M,N,,,5,0,0,0,1,1,5,1,0,5,2,0
305686,11,17,1,M,N,YES,,5,1,1,15,0,1,12,0,2,9,3,6
305963,12,18,1,F,N,,,1,2,4,16,0,2,14,9,1,28,0,0
305967,10,17,1,F,N,,,1,0,3,10,3,1,10,3,5,2,4,15
305969,8,14,2,M,N,,,0,0,0,0,0,0,3,0,0,5,0,0
306248,11,17,1,M,N,YES,,0,1,0,0,0,0,0,0,0,0,0,0
306249,10,16,1,M,N,,,1,0,0,10,0,0,5,0,0,34,3,1
306250,9,15,1,F,N,,,0,0,0,13,0,1,7,0,1,21,0,1
306251,8,14,2,F,N,,,0,0,4,1,1,6,0,0,4,2,0,9
306530,9,15,1,F,N,,,0,1,3,49,0,4,22,1,4,23,2,2
306531,8,14,2,F,N,,,0,0,0,3,0,1,1,0,0,3,1,1
306812,11,17,1,M,N,,,2,0,7,14,1,10,22,0,2,8,0,5
306813,10,16,1,M,N,YES,504,20,0,8,12,1,1,22,2,5,29,2,5
306814,9,15,1,M,N,,,11,0,1,20,0,0,5,0,0,1,2,0
306815,8,14,2,M,N,YES,,0,0,0,2,0,1,0,0,0,4,0,0
307090,10,17,1,M,N,,,22,10,11,27,19,22,0,36,22,11,51,26
307091,10,16,1,M,N,YES,IEP,0,0,4,4,0,5,5,2,8,2,1,5
307093,7,14,2,M,N,,IEP,1,0,0,2,0,0,0,0,0,2,0,0
307371,12,18,1,M,N,YES,504,10,4,5,9,4,9,10,6,7,15,15,11
307372,12,17,1,F,N,,,1,3,5,20,0,9,20,1,2,5,1,4
307374,9,15,1,M,N,,,19,0,3,24,4,1,33,2,3,15,4,7
307375,8,14,2,F,N,,504,4,0,1,5,0,1,4,0,2,4,0,4
307653,10,16,1,M,N,YES,,5,0,7,7,1,13,9,1,18,38,6,10
307654,9,15,1,M,N,,,10,0,0,15,4,0,0,4,0,14,4,1
307655,8,14,2,M,N,,,1,0,1,0,0,2,6,0,1,0,0,0
307930,11,17,1,M,N,,,20,0,1,17,2,2,12,0,1,9,0,2
307931,10,16,1,M,N,YES,IEP,15,1,1,15,1,1,21,3,0,1,0,0
307932,9,15,1,F,N,,,9,1,3,22,1,2,10,1,3,16,1,1
307933,8,14,2,M,N,,,1,0,2,0,0,3,0,1,1,4,1,1
308210,9,15,1,M,N,,,7,0,0,4,0,0,0,0,0,0,0,0
308489,12,18,1,M,N,YES,IEP,20,13,2,10,10,5,16,4,4,10,31,2
308490,11,17,1,F,N,,,3,2,4,26,2,12,14,3,12,11,3,15
308491,10,16,1,M,N,,504,0,0,1,0,0,0,1,0,1,0,0,0
308492,9,15,1,F,N,,,3,0,0,9,0,0,0,0,0,0,0,0
308493,8,14,2,M,N,,,1,0,1,0,0,1,1,0,2,1,0,1
308773,12,18,1,M,N,,,7,1,2,21,5,6,28,0,4,45,17,1
308774,10,17,1,F,Y,YES,,21,0,1,23,1,1,31,8,10,17,14,18
308775,10,16,1,M,N,,IEP,12,0,5,0,2,10,15,1,4,0,2,14
308777,8,14,2,M,N,,,0,0,0,0,0,1,0,0,0,0,1,0
309052,11,17,1,F,N,,,0,3,0,1,1,1,1,0,0,0,0,0
309053,10,16,1,M,N,,,0,0,0,0,1,0,5,1,1,4,1,0
309055,8,14,2,M,N,,,0,0,1,0,0,0,1,0,0,0,0,0
309334,10,17,1,F,N,,,0,0,0,0,0,0,1,1,1,0,3,4
309335,10,16,1,F,N,,504,0,0,0,5,0,3,15,1,0,32,0,0
309336,9,15,1,M,N,YES,,9,0,1,3,1,4,7,0,1,0,0,3
309611,11,19,1,F,N,,IEP,2,0,2,2,0,1,18,1,7,0,0,2
309615,9,16,1,M,N,,IEP,0,0,0,17,0,1,0,1,0,0,2,0
309890,12,19,1,M,N,,,0,16,2,7,13,3,0,9,4,4,10,4
310181,12,18,1,F,N,YES,504,27,34,27,28,58,15,0,0,0,0,0,0
310182,11,17,1,M,N,,,0,1,3,0,1,3,5,5,5,2,4,3
310184,9,16,1,M,N,,,9,0,0,18,0,0,0,1,1,0,0,3
310185,8,14,2,F,N,,,2,0,2,0,2,2,1,0,0,0,0,2
310459,12,18,1,M,N,,,2,0,0,0,0,0,1,3,1,0,1,0
310464,9,15,1,M,N,YES,,0,0,0,0,0,0,7,2,0,0,0,3
310737,12,18,1,M,N,,,0,1,0,11,2,3,14,2,2,8,4,2
310743,8,14,2,M,N,,,0,0,1,2,0,0,1,0,0,1,1,1
311019,11,18,1,M,N,YES,IEP,26,36,28,47,54,29,25,67,28,23,50,27
311020,11,17,1,M,N,,504,34,0,2,30,9,11,40,2,8,16,4,17
311021,10,16,1,M,N,,,0,0,1,0,0,0,0,0,3,0,0,1
311022,9,15,1,F,N,,,22,2,13,41,0,18,37,1,12,27,0,3
311023,8,14,2,M,N,YES,,0,0,0,4,0,1,1,0,0,2,0,0
311297,12,18,1,M,N,,,0,0,0,5,0,1,18,0,7,0,7,1
311300,9,15,1,M,N,,,15,0,4,40,0,0,10,2,2,32,6,4
311301,8,14,2,M,N,,,1,0,2,1,0,0,2,0,0,4,0,1
311586,11,17,1,F,N,,,4,0,2,1,0,1,1,0,2,5,0,0
311587,10,16,1,F,N,,,3,1,4,8,4,6,48,3,8,5,2,23
311588,9,15,1,M,N,,,12,0,1,16,0,5,13,3,4,2,0,8
311589,8,14,2,F,N,,,0,0,0,2,0,2,3,0,2,0,0,2
311865,12,18,1,M,N,,IEP,0,1,1,5,1,0,0,1,0,1,7,0
311872,9,15,1,M,N,,,8,2,3,14,2,3,11,1,3,3,0,1
312155,12,18,1,F,N,,,2,0,1,9,0,1,1,0,0,14,2,0
312156,11,17,1,M,N,YES,,6,2,1,7,1,4,8,12,5,9,17,8
312160,9,15,1,M,N,YES,,15,8,9,14,12,25,18,38,35,5,29,43
312161,8,14,2,M,N,,504,0,0,0,0,0,0,0,0,0,3,1,0
312439,10,16,1,M,N,YES,504,30,2,1,66,6,5,78,26,9,61,69,26
312440,9,15,1,F,N,,,1,1,2,0,2,2,33,1,1,1,1,4
312721,12,18,1,M,N,,,0,0,0,1,0,2,11,3,1,6,1,6
312724,9,15,1,F,N,YES,,15,0,0,22,0,0,9,0,0,8,1,4
312725,8,14,2,M,N,YES,IEP,19,2,1,0,0,0,1,2,1,0,1,2
313003,12,18,1,M,N,,IEP,2,9,4,1,30,9,0,32,0,8,28,0
313004,10,17,1,M,N,YES,IEP,24,0,0,12,2,7,0,3,10,22,0,3
313006,9,15,1,F,N,,,7,1,1,10,0,2,11,0,0,6,0,1
313007,8,14,2,M,N,YES,504,0,0,0,0,1,0,0,0,0,0,0,0
313284,11,17,1,F,N,,,0,0,0,3,0,2,3,0,0,0,0,0
313286,9,15,1,F,N,,,17,0,4,11,6,15,26,2,14,24,6,18
313565,12,19,1,M,N,,,0,0,1,0,0,1,7,0,0,0,6,0
313571,8,15,2,M,N,,IEP,1,1,0,1,0,0,3,0,0,1,1,0
313853,9,16,1,F,N,YES,,0,0,0,0,0,0,4,5,2,5,14,6
313855,8,14,2,M,N,YES,,3,0,4,7,0,2,1,0,4,4,0,0
314139,8,14,2,F,N,YES,IEP,2,2,8,6,0,3,3,0,7,3,0,3
314415,12,18,1,M,N,,,3,2,10,10,7,31,15,15,31,7,33,35
314416,11,17,1,M,N,,504,10,0,1,6,0,0,14,3,2,1,1,1
314419,8,14,2,F,N,YES,,4,2,7,4,0,2,3,0,6,2,0,2
314702,11,18,1,M,N,,IEP,14,0,3,24,1,1,15,1,3,10,5,1
314992,9,16,1,M,N,YES,IEP,40,1,5,10,0,4,3,1,2,15,8,1
315279,8,14,2,M,N,,,0,0,0,0,0,0,2,0,0,1,1,1
315564,11,17,1,F,N,YES,,12,0,2,8,1,4,7,0,2,0,0,1
315852,11,17,1,M,N,YES,IEP,0,0,0,2,0,1,0,1,0,0,0,1
316142,11,17,1,F,N,,,0,0,0,2,0,1,2,1,0,5,0,0
316429,12,18,1,F,N,,,5,0,0,7,0,2,25,3,2,14,0,0
316434,9,15,1,M,N,YES,,3,0,0,3,0,0,11,4,2,28,1,0
317586,11,18,1,M,N,YES,IEP,20,0,4,22,1,5,10,0,7,4,1,5
317590,9,16,1,M,N,,,7,0,0,0,1,0,0,0,0,5,2,1
317873,12,19,1,M,N,,IEP,4,0,0,0,1,1,5,0,1,8,3,0
317874,11,17,1,M,N,,,0,2,1,11,3,0,0,3,2,5,2,1
318457,12,18,1,F,N,,,5,1,0,2,0,2,2,9,0,5,6,1
319039,12,18,1,M,N,,,0,1,4,4,2,9,21,1,11,5,1,13
319040,10,17,1,F,N,,,10,1,5,4,0,7,16,11,10,13,7,26
320812,10,17,1,F,N,,IEP,10,3,7,12,6,13,23,11,20,13,31,30
322295,12,18,1,F,N,,,18,0,1,8,1,3,10,1,7,34,6,3
322591,12,18,1,M,N,YES,,0,0,0,0,0,0,19,5,5,10,23,11
323479,12,18,1,M,N,,,11,0,1,9,0,0,24,0,0,44,0,0
323775,12,18,1,F,N,,IEP,63,25,19,61,46,12,84,45,20,90,46,16
324367,12,18,1,M,N,,504,5,20,4,22,20,2,1,72,2,8,65,1
326149,12,18,1,F,N,,,16,0,0,2,0,2,15,0,0,20,5,0
326745,12,18,1,M,N,,,6,0,2,7,2,0,4,1,5,7,4,4
688785,12,18,1,M,N,,,7,0,1,15,2,0,16,0,2,20,6,2
696565,12,18,1,F,N,,,2,18,21,12,35,5,6,41,8,5,34,2
696863,12,18,1,M,N,,,3,2,2,44,15,0,36,13,7,38,7,4
697161,12,18,1,F,N,,,3,1,5,3,5,10,31,5,18,11,14,20
697459,12,18,1,F,N,,,1,5,2,4,1,4,10,5,4,9,0,4
697757,12,18,1,F,N,,IEP,6,1,4,17,1,0,6,18,2,6,16,1
699853,12,18,1,M,N,,,0,0,0,0,0,0,10,2,2,10,6,0
700751,12,18,1,M,N,,504,10,0,1,0,0,0,0,3,0,0,2,0
701649,12,18,1,M,N,,,0,6,1,0,0,1,6,2,2,6,0,1
702247,12,18,1,M,N,,,6,2,2,13,2,2,5,6,0,27,7,1
702545,12,18,1,M,N,,,0,0,0,0,0,0,0,0,0,0,0,2
702843,12,18,1,F,N,,,0,0,0,0,0,0,1,0,0,1,0,1
707938,11,17,1,M,N,,,11,0,3,17,0,5,16,2,10,35,9,16
710328,11,17,1,F,N,,,1,0,0,15,1,0,15,1,4,7,11,10
711826,11,17,1,F,N,,IEP,14,1,1,25,0,2,24,0,0,34,7,0
713622,11,17,1,F,N,YES,IEP,2,1,1,10,1,10,10,6,5,14,5,17
714220,11,17,1,M,N,,,3,0,1,8,0,0,6,0,1,5,0,0
714515,12,18,1,M,N,,504,4,0,2,11,0,1,23,1,1,3,4,1
715411,12,18,1,M,N,,,3,1,10,21,7,17,6,17,16,1,12,17
715709,12,18,1,F,N,YES,,0,2,0,0,0,0,0,0,0,0,0,0
716307,12,18,1,M,N,,,0,0,0,0,1,0,5,1,2,0,25,1
717805,12,18,1,M,N,,504,0,0,0,1,0,1,2,0,1,0,0,0
718401,12,18,1,M,N,,,3,2,2,6,0,2,0,0,2,0,0,6
720190,11,17,1,F,N,,,6,1,7,17,5,14,22,3,8,15,8,9
720492,9,15,1,M,N,,,0,0,0,5,0,1,1,0,2,3,0,0
720784,11,17,1,F,N,,,2,0,1,11,0,2,2,3,2,23,9,2
721082,11,17,1,M,N,YES,IEP,13,0,0,30,7,0,8,7,1,10,0,2
721676,11,17,1,F,N,YES,IEP,0,7,10,13,6,7,19,13,12,17,17,14
721971,12,18,1,F,N,YES,,5,4,14,15,19,14,10,29,18,2,19,2
722267,12,18,1,F,N,,,6,1,4,33,1,1,12,2,3,19,11,0
722874,8,15,2,M,N,,,0,0,0,3,0,0,1,0,3,0,2,4
723172,9,15,1,M,N,,504,0,0,0,0,0,0,19,1,0,0,0,0
724362,11,17,1,F,N,,,2,1,1,0,2,0,7,8,0,3,9,2
724660,11,17,1,F,N,,,10,0,3,15,0,1,33,1,4,8,0,1
726765,8,14,2,M,N,,,0,0,0,0,0,0,1,0,0,5,0,1
728557,8,14,2,F,N,,,1,0,1,6,1,4,12,0,5,1,0,3
728853,8,14,2,M,N,,504,1,0,0,2,1,0,1,0,0,0,0,1
730637,11,17,1,F,N,,,4,1,2,25,1,2,1,0,1,7,0,1
730644,9,15,1,M,N,,IEP,0,0,0,0,0,0,23,0,0,9,1,1
730933,11,17,1,M,N,,,5,2,3,2,1,11,4,1,8,5,5,18
731231,11,17,1,M,N,,,10,1,0,1,0,1,10,2,11,2,5,4
731238,9,15,1,M,N,,,0,0,0,5,0,1,0,0,0,15,1,0
731527,11,17,1,F,N,,,2,0,1,0,0,2,0,2,0,5,1,0
731534,9,15,1,F,N,,,5,0,0,26,0,0,10,0,0,8,0,0
731823,11,17,1,F,N,,504,4,7,18,0,6,12,16,23,23,12,23,22
732128,9,16,1,F,N,YES,,19,0,0,29,0,0,53,1,0,24,0,1
732426,9,15,1,F,N,,,0,0,0,2,0,0,0,0,1,4,0,1
733024,9,15,1,F,N,,,0,0,0,0,0,0,0,1,0,0,0,0
733322,9,15,1,M,N,YES,IEP,10,0,4,5,0,1,0,0,0,0,1,0
733618,8,15,2,M,N,YES,IEP,0,0,2,0,0,0,0,0,0,1,0,1
733916,9,15,1,M,N,,IEP,4,0,1,12,0,1,5,1,7,4,1,1
734211,10,17,1,F,N,,,1,0,1,5,0,4,3,2,2,3,0,2
734507,10,16,1,M,N,,,10,0,2,0,0,1,6,3,1,2,0,5
735103,10,17,1,M,N,,504,0,1,1,4,0,1,15,0,3,5,0,4
735699,10,16,1,M,N,,,1,0,1,5,0,0,1,0,1,5,1,0
735700,9,15,1,M,N,,,6,0,1,1,4,1,23,0,0,13,1,0
737785,12,18,1,F,N,,,0,0,0,0,2,0,10,0,0,0,0,0
738384,11,17,1,F,N,,,9,17,13,12,30,15,15,23,11,16,31,20
741966,9,15,1,F,N,,,0,0,1,0,7,1,5,4,0,0,0,0
744052,11,17,1,F,N,,,8,1,11,13,6,6,12,16,7,15,13,13
744351,10,16,1,M,N,YES,IEP,3,150,15,12,41,37,15,24,35,77,24,20
744943,10,16,1,M,N,,504,2,1,5,2,0,4,9,0,2,0,0,2
745540,9,15,1,M,N,,,0,0,0,12,1,4,0,2,6,6,0,0
745838,9,16,1,M,N,,,9,0,0,6,0,4,12,1,3,10,1,6
746425,12,19,1,M,N,YES,IEP,12,3,7,35,16,8,43,20,8,31,13,5
746730,9,15,1,F,N,,,0,0,0,28,1,1,20,0,3,6,2,2
749713,10,16,1,M,N,YES,,0,0,0,0,2,1,0,0,0,1,0,0
752407,8,14,2,F,N,,,0,0,0,0,0,0,4,0,2,0,0,1
753303,8,14,2,M,N,,,0,0,0,0,0,0,0,0,0,0,0,0
753899,8,14,2,M,N,YES,,0,0,0,1,0,1,1,1,0,2,1,1
754495,8,14,2,M,N,,IEP,1,0,1,0,0,2,5,0,3,2,0,2
754781,12,18,1,M,N,YES,,5,67,10,19,30,1,13,16,4,4,28,0
755394,7,13,2,M,N,,,0,0,1,1,0,0,0,0,0,0,1,0
755990,7,13,2,M,N,YES,,0,0,0,1,0,0,1,1,0,0,1,1
756586,7,13,2,F,N,,,0,0,0,1,1,0,2,0,0,1,0,0
757182,7,13,2,F,N,,,0,0,0,0,0,0,0,0,0,1,0,0
757480,7,13,2,F,N,YES,IEP,0,0,1,1,0,2,4,0,1,4,0,1
758078,7,13,2,M,N,YES,IEP,0,5,0,0,1,0,0,0,8,1,0,14
758676,7,13,2,F,N,,,0,0,1,2,0,2,2,4,1,1,0,0
759572,7,13,2,M,N,,,0,0,5,0,0,2,2,0,2,0,0,1
759864,9,15,1,F,N,,,0,0,0,1,1,1,7,1,2,10,1,1
760168,7,13,2,F,N,,,4,0,2,7,0,1,2,0,0,3,0,1
763453,8,14,2,M,N,,,0,0,1,0,1,1,6,0,1,0,0,6
763745,10,15,1,M,N,,,0,0,0,1,10,1,0,0,2,1,0,3
765241,10,16,1,M,N,YES,,0,0,0,0,1,0,0,0,0,12,0,1
765845,8,14,2,F,N,,,1,0,0,0,0,0,0,0,1,1,0,0
767338,7,13,2,M,N,,,0,0,0,0,0,0,0,0,0,0,2,0
767936,7,13,2,M,N,,,0,0,0,0,0,0,0,0,1,1,0,0
768234,7,13,2,M,N,,,0,0,2,0,0,7,2,0,3,0,0,3
769130,6,13,2,F,N,YES,IEP,0,1,1,0,0,5,0,0,0,0,1,1
769428,7,13,2,M,N,,IEP,0,1,0,2,0,2,4,0,0,1,0,0
769726,7,13,2,M,N,,IEP,2,0,1,0,0,2,6,0,1,3,3,1
771223,6,13,2,F,N,,,0,1,0,1,2,0,1,1,0,0,0,7
771821,6,12,2,F,N,,,0,0,6,0,0,5,0,0,6,0,0,5
772119,6,12,2,M,N,,IEP,0,0,0,0,0,2,2,0,0,1,0,1
775405,6,12,2,F,N,,,1,0,1,1,0,0,1,0,0,2,0,0
776600,7,13,2,F,N,,IEP,0,0,0,1,0,0,1,0,0,1,0,0
778090,7,13,2,M,N,,,0,0,0,0,0,0,0,0,0,0,3,0
778986,7,13,2,F,N,,504,3,0,0,0,0,0,1,0,1,0,0,0
779582,7,13,2,F,N,,,0,0,0,0,0,1,0,0,1,5,0,1
779874,9,15,1,F,N,,504,0,0,1,6,0,4,0,0,1,24,0,1
780479,6,12,2,M,N,,,0,0,0,0,0,0,0,1,0,0,1,0
780777,6,12,2,M,N,YES,504,3,0,0,7,1,0,6,4,0,9,2,0
782269,6,12,2,M,N,YES,,0,0,0,0,0,0,1,0,0,1,0,0
782567,6,12,2,M,N,YES,IEP,1,0,2,4,0,12,1,0,11,0,2,14
782865,6,12,2,M,N,,,1,0,0,3,0,0,0,0,0,0,1,0
783761,6,12,2,F,N,YES,,0,0,0,1,0,0,2,0,0,2,0,1
784646,9,15,1,F,N,,,19,0,0,3,0,2,0,0,1,0,0,1
784942,7,13,2,M,N,,504,2,0,0,4,0,5,4,1,5,2,1,2
898327,12,18,1,M,N,YES,,3,1,13,14,4,13,43,19,22,15,25,13
898334,9,15,1,M,N,,504,0,0,0,0,0,0,7,0,0,0,0,0
898338,7,13,2,M,N,YES,IEP,2,0,1,1,0,1,4,0,0,4,0,3
898613,12,18,1,F,N,,,44,0,1,1,0,5,7,1,4,3,5,3
898614,11,17,1,M,N,YES,,5,1,15,10,22,25,5,9,17,16,18,15
898615,10,16,1,M,N,,IEP,18,0,0,0,0,0,5,1,0,5,3,3
898895,12,18,1,F,N,,504,18,0,3,5,0,3,13,1,4,6,6,2
898911,6,12,2,M,N,,,0,0,0,0,0,0,0,0,0,1,0,0
899203,5,12,3,M,N,,,0,0,0,0,0,1,1,0,0,---,---,---
899474,11,17,1,M,N,YES,,58,0,0,31,0,3,37,0,1,17,3,1
899755,12,18,1,F,N,,,1,16,16,0,28,9,4,33,10,0,27,3
899769,6,12,2,F,N,,,2,0,0,1,0,0,2,0,0,1,0,0
900043,12,18,1,M,N,,504,5,1,1,17,1,4,26,0,4,5,19,3
900047,10,16,1,F,N,,,0,0,0,1,1,0,20,3,0,7,4,3
900051,8,14,2,F,N,YES,IEP,1,0,2,0,0,7,3,0,7,0,0,5
900331,12,18,1,M,N,,,29,1,0,0,0,0,1,0,1,24,3,0
900332,11,17,1,F,N,,IEP,16,0,2,21,1,3,10,4,0,25,7,9
900336,9,15,1,M,N,YES,,20,0,0,10,0,0,28,0,2,28,6,1
900343,6,12,2,M,N,,,0,0,0,0,0,0,4,0,0,0,0,0
900617,12,18,1,F,N,,,7,0,2,6,1,10,3,8,16,11,26,18
900618,11,17,1,F,N,,,7,3,5,14,16,11,13,20,6,22,13,12
900629,6,12,2,M,N,,,2,0,0,0,0,1,0,0,0,4,0,1
900903,12,18,1,M,N,,,13,0,4,8,2,4,18,2,7,23,5,5
900910,9,15,1,M,N,,,0,0,0,0,0,0,9,0,0,0,0,0
900914,7,13,2,F,N,,,1,0,0,3,1,1,5,0,0,4,1,1
900915,6,12,2,F,N,,,0,0,0,0,0,4,0,0,6,0,0,2
901483,10,16,1,M,N,,504,0,0,0,0,0,0,0,0,0,0,0,0
901487,7,14,2,M,N,,IEP,3,0,0,5,0,0,7,0,0,4,1,1
901783,6,12,2,M,N,,IEP,2,0,0,1,0,0,1,1,1,0,1,0
902059,10,16,1,F,N,YES,IEP,12,1,5,34,2,1,32,10,10,12,17,9
902065,6,13,2,M,N,,,0,0,0,2,0,0,2,0,1,2,0,0
902640,11,17,1,F,N,,,1,1,1,0,0,0,0,0,1,3,0,2
902650,7,13,2,F,N,YES,,2,0,7,0,0,1,0,0,1,0,5,1
902922,12,19,1,F,N,YES,504,4,6,14,24,14,19,13,43,6,5,25,18
902926,11,17,1,M,N,,,16,0,0,20,1,1,58,0,0,35,0,1
902927,10,16,1,M,N,,IEP,22,0,0,20,2,0,24,0,2,12,8,0
902928,9,15,1,F,N,,,2,0,3,0,0,1,1,0,0,0,0,0
902933,6,12,2,M,N,,IEP,0,0,0,1,0,0,1,1,0,0,0,0
903227,6,12,2,M,N,,,0,0,0,1,0,0,0,0,0,0,0,0
903504,10,17,1,M,N,,,0,1,0,0,0,0,0,0,0,0,0,0
903508,9,15,1,F,N,,,0,0,0,0,0,0,0,0,0,0,0,0
903512,6,13,2,M,N,YES,IEP,0,0,0,0,0,0,1,0,0,1,0,0
903513,6,12,2,M,N,YES,IEP,0,1,2,2,0,1,2,0,1,1,0,2
903796,9,15,1,F,N,,,0,0,0,0,0,0,0,0,1,10,0,0
903801,5,12,4,F,N,YES,,5,0,3,6,0,6,3,0,20,---,---,---
904081,12,18,1,M,N,,504,7,0,1,0,0,1,0,2,3,0,0,8
904389,6,12,2,M,N,,,2,0,7,0,0,4,2,0,1,1,0,5
904656,PD,19,1,M,N,YES,,0,3,0,0,0,0,0,0,0,0,0,0
904660,11,17,1,M,N,,504,17,3,2,48,14,9,17,20,16,30,15,16
904661,10,16,1,M,N,,,0,0,2,5,0,0,0,0,0,13,0,0
904953,8,14,2,M,N,,,1,0,0,3,0,0,6,0,10,1,0,1
905247,6,12,2,M,N,,IEP,1,1,1,3,0,0,2,0,0,8,0,1
905522,11,17,1,F,N,,,1,0,2,11,0,0,3,0,2,8,0,7
905529,8,14,2,F,N,YES,IEP,2,0,9,0,0,10,3,0,15,1,1,22
905812,11,17,1,M,N,,504,2,0,2,6,0,0,7,0,1,9,2,2
906110,7,13,2,M,N,,,2,0,4,1,4,5,0,0,5,0,2,2
