,HouseID,ParentRespID,RaterHouseID,Valence,Year,academics-oriented,athletics-oriented,conservative,diverse,inclusive,party-oriented,prestigious,safe,service-oriented
37,1.0,11.0,1.0,17.0,2019.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0
38,2.0,12.0,1.0,16.0,2019.0,2.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,1.0
39,3.0,12.0,1.0,13.0,2019.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0
40,4.0,12.0,1.0,20.0,2019.0,2.0,3.0,1.0,3.0,2.0,5.0,3.0,3.0,2.0
41,1.0,12.0,1.0,21.0,2019.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,5.0,2.0
42,2.0,13.0,1.0,15.0,2017.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0
43,3.0,13.0,1.0,10.0,2017.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0
44,4.0,13.0,1.0,21.0,2017.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0
45,1.0,13.0,1.0,17.0,2017.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,1.0
46,2.0,14.0,1.0,15.0,2018.0,4.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,1.0
47,3.0,14.0,1.0,14.0,2018.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0
48,4.0,14.0,1.0,20.0,2018.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0
49,1.0,14.0,1.0,20.0,2018.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,2.0
50,2.0,15.0,1.0,17.0,1990.0,2.0,4.0,4.0,2.0,1.0,4.0,5.0,3.0,2.0
51,3.0,15.0,1.0,20.0,1990.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0
52,4.0,15.0,1.0,18.0,1990.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0,4.0
53,1.0,15.0,1.0,20.0,1990.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,2.0
54,2.0,16.0,1.0,19.0,2010.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0
55,3.0,16.0,1.0,13.0,2010.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0
56,4.0,16.0,1.0,22.0,2010.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0
57,1.0,16.0,1.0,22.0,2010.0,4.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0,4.0
58,2.0,17.0,1.0,18.0,2000.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
59,3.0,17.0,1.0,18.0,2000.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0
60,4.0,17.0,1.0,18.0,2000.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
61,1.0,17.0,1.0,22.0,2000.0,4.0,2.0,1.0,4.0,5.0,3.0,1.0,5.0,3.0
62,3.0,18.0,1.0,13.0,2004.0,,4.0,,,2.0,5.0,,2.0,
63,1.0,18.0,1.0,18.0,2004.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,2.0
64,3.0,19.0,1.0,5.0,1998.0,,,,,,5.0,,,
65,4.0,19.0,1.0,2.0,1998.0,,,,1.0,1.0,,,,
66,1.0,19.0,1.0,17.0,1998.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,3.0
67,2.0,20.0,1.0,12.0,1991.0,,3.0,3.0,2.0,1.0,4.0,4.0,1.0,
68,3.0,20.0,1.0,14.0,1991.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,,
69,4.0,20.0,1.0,17.0,1991.0,,,,1.0,2.0,3.0,5.0,3.0,3.0
70,1.0,20.0,1.0,21.0,1991.0,3.0,1.0,1.0,4.0,5.0,3.0,2.0,4.0,3.0
71,1.0,21.0,2.0,19.0,2019.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0
72,3.0,21.0,2.0,20.0,2019.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0
73,4.0,21.0,2.0,18.0,2019.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0
74,2.0,21.0,2.0,24.0,2019.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0
75,1.0,22.0,2.0,17.0,2013.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,5.0,2.0
76,3.0,22.0,2.0,18.0,2013.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0
77,4.0,22.0,2.0,23.0,2013.0,2.0,3.0,1.0,2.0,4.0,5.0,2.0,5.0,3.0
78,2.0,22.0,2.0,22.0,2013.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0
79,1.0,23.0,2.0,20.0,2019.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,3.0
80,3.0,23.0,2.0,20.0,2019.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0
81,4.0,23.0,2.0,26.0,2019.0,4.0,2.0,1.0,5.0,5.0,4.0,3.0,5.0,3.0
82,2.0,23.0,2.0,23.0,2019.0,4.0,1.0,2.0,4.0,5.0,3.0,4.0,5.0,3.0
83,1.0,24.0,2.0,21.0,2019.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0
84,3.0,24.0,2.0,21.0,2019.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,1.0
85,4.0,24.0,2.0,27.0,2019.0,2.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0
86,2.0,24.0,2.0,24.0,2019.0,4.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0
87,1.0,25.0,2.0,16.0,2014.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0
88,3.0,25.0,2.0,22.0,2014.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0
89,4.0,25.0,2.0,29.0,2014.0,3.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0
90,2.0,25.0,2.0,21.0,2014.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0
91,1.0,26.0,2.0,12.0,2019.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
92,3.0,26.0,2.0,12.0,2019.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
93,4.0,26.0,2.0,12.0,2019.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
94,2.0,26.0,2.0,20.0,2019.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0
95,2.0,27.0,1.0,17.0,2007.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0
96,3.0,27.0,1.0,13.0,2007.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0
97,4.0,27.0,1.0,17.0,2007.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0
98,1.0,27.0,1.0,21.0,2007.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0
99,2.0,28.0,1.0,16.0,1996.0,3.0,5.0,4.0,2.0,1.0,5.0,4.0,1.0,2.0
100,3.0,28.0,1.0,10.0,1996.0,3.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0
101,4.0,28.0,1.0,16.0,1996.0,3.0,5.0,4.0,2.0,1.0,5.0,4.0,1.0,2.0
102,1.0,28.0,1.0,20.0,1996.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,3.0
103,1.0,29.0,1.0,20.0,2007.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,5.0,2.0
104,1.0,30.0,2.0,18.0,2006.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,3.0
105,3.0,30.0,2.0,11.0,2006.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0
106,4.0,30.0,2.0,20.0,2006.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0
107,2.0,30.0,2.0,14.0,2006.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0
108,1.0,31.0,2.0,20.0,2015.0,4.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,3.0
109,3.0,31.0,2.0,20.0,2015.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0
110,4.0,31.0,2.0,25.0,2015.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0
111,2.0,31.0,2.0,20.0,2015.0,5.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0
112,2.0,32.0,1.0,16.0,2004.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0
113,3.0,32.0,1.0,18.0,2004.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0
114,4.0,32.0,1.0,15.0,2004.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0
115,1.0,32.0,1.0,21.0,2004.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0
116,2.0,33.0,1.0,12.0,2012.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
117,3.0,33.0,1.0,14.0,2012.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0
118,4.0,33.0,1.0,15.0,2012.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
119,1.0,33.0,1.0,24.0,2012.0,4.0,2.0,1.0,5.0,5.0,4.0,1.0,5.0,3.0
120,2.0,34.0,1.0,16.0,1991.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
121,3.0,34.0,1.0,11.0,1991.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0
122,4.0,34.0,1.0,14.0,1991.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0
123,1.0,34.0,1.0,26.0,1991.0,3.0,2.0,1.0,5.0,5.0,4.0,2.0,5.0,4.0
124,3.0,35.0,2.0,15.0,2011.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0
125,4.0,35.0,2.0,26.0,2011.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0
126,2.0,35.0,2.0,17.0,2011.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0
127,1.0,36.0,2.0,21.0,2015.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,3.0
128,3.0,36.0,2.0,18.0,2015.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0
129,4.0,36.0,2.0,22.0,2015.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0
130,2.0,36.0,2.0,21.0,2015.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,3.0
131,2.0,37.0,1.0,20.0,2010.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0
132,3.0,37.0,1.0,15.0,2010.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0,3.0
133,4.0,37.0,1.0,19.0,2010.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
134,1.0,37.0,1.0,26.0,2010.0,3.0,1.0,1.0,5.0,5.0,3.0,4.0,5.0,4.0
135,2.0,38.0,2.0,17.0,2017.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
136,3.0,39.0,2.0,14.0,2000.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0
137,4.0,39.0,2.0,18.0,2000.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0
138,2.0,39.0,2.0,21.0,2000.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0
139,2.0,40.0,1.0,15.0,1993.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,
140,3.0,40.0,1.0,13.0,1993.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,
141,4.0,40.0,1.0,8.0,1993.0,,,,1.0,,,4.0,3.0,
142,1.0,40.0,1.0,19.0,1993.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0
143,2.0,41.0,1.0,11.0,2005.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0
144,3.0,41.0,1.0,12.0,2005.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0
145,4.0,41.0,1.0,13.0,2005.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0
146,1.0,41.0,1.0,18.0,2005.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0
147,2.0,42.0,1.0,11.0,2011.0,1.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0
148,3.0,42.0,1.0,8.0,2011.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0
149,4.0,42.0,1.0,10.0,2011.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0
150,1.0,42.0,1.0,17.0,2011.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0
151,2.0,43.0,1.0,9.0,2011.0,,4.0,,1.0,,4.0,,,
152,3.0,43.0,1.0,6.0,2011.0,,,2.0,,1.0,5.0,,1.0,1.0
153,4.0,43.0,1.0,4.0,2011.0,,,,,,,,4.0,
154,1.0,43.0,1.0,17.0,2011.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,2.0
155,2.0,44.0,1.0,24.0,2010.0,4.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0
156,3.0,44.0,1.0,12.0,2010.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0
157,4.0,44.0,1.0,14.0,2010.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0
158,1.0,44.0,1.0,22.0,2010.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0
159,2.0,45.0,1.0,13.0,2014.0,,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
160,3.0,45.0,1.0,15.0,2014.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0
161,4.0,45.0,1.0,22.0,2014.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0
162,1.0,45.0,1.0,19.0,2014.0,3.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0
163,1.0,46.0,2.0,16.0,2018.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,4.0,3.0
164,3.0,46.0,2.0,18.0,2018.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0
165,4.0,46.0,2.0,21.0,2018.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0
166,2.0,46.0,2.0,21.0,2018.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0
167,2.0,47.0,1.0,5.0,2013.0,,,3.0,1.0,,4.0,2.0,,1.0
168,3.0,47.0,1.0,7.0,2013.0,,,,,,4.0,1.0,2.0,
169,4.0,47.0,1.0,8.0,2013.0,2.0,,,1.0,,,3.0,4.0,
170,1.0,47.0,1.0,19.0,2013.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,2.0
171,1.0,48.0,2.0,19.0,2016.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0
172,3.0,48.0,2.0,25.0,2016.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0
173,4.0,48.0,2.0,28.0,2016.0,3.0,3.0,1.0,5.0,5.0,4.0,3.0,5.0,4.0
174,2.0,48.0,2.0,27.0,2016.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0
175,2.0,49.0,4.0,17.0,2009.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0
176,3.0,49.0,4.0,19.0,2009.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,2.0
177,4.0,49.0,4.0,24.0,2009.0,4.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0
178,2.0,50.0,4.0,22.0,1994.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0
179,3.0,50.0,4.0,11.0,1994.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0
180,4.0,50.0,4.0,29.0,1994.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,3.0
181,1.0,51.0,4.0,19.0,2011.0,5.0,1.0,2.0,4.0,5.0,2.0,1.0,5.0,3.0
182,2.0,51.0,4.0,20.0,2011.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0
183,3.0,51.0,4.0,19.0,2011.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0
184,4.0,51.0,4.0,26.0,2011.0,3.0,4.0,1.0,5.0,4.0,5.0,3.0,4.0,2.0
185,1.0,52.0,4.0,16.0,2016.0,,1.0,,5.0,5.0,1.0,1.0,3.0,
186,2.0,52.0,4.0,16.0,2016.0,3.0,2.0,,1.0,4.0,3.0,2.0,4.0,
187,3.0,52.0,4.0,6.0,2016.0,,1.0,1.0,,,4.0,2.0,,
188,4.0,52.0,4.0,29.0,2016.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0,5.0,4.0
189,1.0,53.0,4.0,16.0,2010.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0
190,2.0,53.0,4.0,18.0,2010.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0
191,3.0,53.0,4.0,15.0,2010.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0
192,4.0,53.0,4.0,26.0,2010.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,5.0,2.0
193,1.0,54.0,2.0,22.0,2018.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0
194,3.0,54.0,2.0,17.0,2018.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,4.0,1.0
195,4.0,54.0,2.0,25.0,2018.0,2.0,4.0,1.0,5.0,4.0,3.0,1.0,5.0,4.0
196,2.0,54.0,2.0,19.0,2018.0,5.0,1.0,2.0,2.0,4.0,5.0,1.0,5.0,3.0
197,1.0,55.0,4.0,0.0,2013.0,,,1.0,,,,1.0,,
198,2.0,55.0,4.0,0.0,2013.0,1.0,,,,,,,,
199,3.0,55.0,4.0,-1.0,2013.0,,,1.0,,,,,,
200,4.0,55.0,4.0,22.0,2013.0,3.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,2.0
201,1.0,56.0,4.0,19.0,2013.0,,,,4.0,4.0,2.0,2.0,4.0,3.0
202,2.0,56.0,4.0,12.0,2013.0,2.0,2.0,4.0,1.0,2.0,5.0,3.0,2.0,1.0
203,3.0,56.0,4.0,14.0,2013.0,,1.0,,,1.0,5.0,4.0,2.0,1.0
204,4.0,56.0,4.0,26.0,2013.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0
205,1.0,57.0,4.0,12.0,2017.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0
206,2.0,57.0,4.0,13.0,2017.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0
207,3.0,57.0,4.0,18.0,2017.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,3.0,1.0
208,4.0,57.0,4.0,20.0,2017.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,4.0,1.0
209,2.0,58.0,1.0,16.0,2009.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0
210,3.0,58.0,1.0,18.0,2009.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0
211,4.0,58.0,1.0,27.0,2009.0,3.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0
212,1.0,58.0,1.0,21.0,2009.0,5.0,1.0,1.0,4.0,5.0,3.0,2.0,5.0,2.0
213,1.0,59.0,3.0,20.0,2018.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,4.0
214,2.0,59.0,3.0,20.0,2018.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0
215,4.0,59.0,3.0,19.0,2018.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0
216,3.0,59.0,3.0,18.0,2018.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0
217,1.0,60.0,3.0,4.0,2019.0,,,,1.0,,1.0,,1.0,1.0
218,3.0,60.0,3.0,16.0,2019.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
219,1.0,61.0,1.0,21.0,2002.0,4.0,1.0,1.0,5.0,4.0,3.0,1.0,5.0,3.0
220,1.0,62.0,3.0,16.0,2019.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0
221,2.0,62.0,3.0,20.0,2019.0,3.0,2.0,1.0,2.0,4.0,5.0,2.0,4.0,2.0
222,4.0,62.0,3.0,18.0,2019.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0
223,3.0,62.0,3.0,18.0,2019.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0
224,3.0,63.0,3.0,26.0,1992.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0
225,1.0,64.0,3.0,18.0,2011.0,,1.0,,5.0,5.0,1.0,1.0,5.0,
226,2.0,64.0,3.0,15.0,2011.0,,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0
227,4.0,64.0,3.0,16.0,2011.0,,,2.0,3.0,4.0,4.0,3.0,4.0,
228,3.0,64.0,3.0,24.0,2011.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,2.0
229,1.0,65.0,3.0,13.0,2013.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0
230,2.0,65.0,3.0,16.0,2013.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0
231,4.0,65.0,3.0,17.0,2013.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0
232,3.0,65.0,3.0,14.0,2013.0,2.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,1.0
233,1.0,66.0,3.0,16.0,1992.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,2.0
234,2.0,66.0,3.0,15.0,1992.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0
235,4.0,66.0,3.0,19.0,1992.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0
236,3.0,66.0,3.0,22.0,1992.0,3.0,2.0,1.0,5.0,5.0,3.0,2.0,4.0,2.0
237,3.0,67.0,1.0,10.0,2007.0,1.0,,,,1.0,5.0,1.0,2.0,1.0
238,1.0,67.0,1.0,23.0,2007.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,3.0
239,1.0,68.0,4.0,22.0,2003.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,5.0
240,2.0,68.0,4.0,20.0,2003.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0
