YEAR,ST,State,TopicType,TopicDesc,MeasureDesc,SubMeasure,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Age,Race,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,8RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,1RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,9.6,,,2.2,6,15,142,Overall,All Ages,Hispanic,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,4RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,9RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,7.4,,,1.3,5.2,10.5,562,Overall,All Ages,White,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,5RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,7,,,2.4,3.4,13.6,167,Overall,All Ages,Multiple Race,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,7RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,10.3,,,1.9,7,14.9,635,Female,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,11.1,,,1.3,8.8,13.9,647,Male,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,2.8,,,0.7,1.6,4.7,1287,Overall,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,6.3,,,2.9,2.5,15.2,195,Overall,All Ages,American Indian/Alaska Native,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,2RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,8RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,1RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,3.1,,,1.5,1.1,8.2,142,Overall,All Ages,Hispanic,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,4RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,9RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,1.4,,,0.6,0.6,3.3,562,Overall,All Ages,White,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,5RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,1.2,,,0.9,0.3,4.9,167,Overall,All Ages,Multiple Race,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,7RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,2,,,1,0.7,5.4,635,Female,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,3.4,,,1.1,1.8,6.3,647,Male,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,34,,,1.8,30.4,37.7,1295,Overall,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,59.4,,,3.3,52.7,65.7,201,Overall,All Ages,American Indian/Alaska Native,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,2RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,8RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,1RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,29.1,,,4.5,20.9,38.9,144,Overall,All Ages,Hispanic,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,4RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,9RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,26.5,,,2.5,21.8,31.8,567,Overall,All Ages,White,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,5RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,33.9,,,5.4,24.1,45.3,168,Overall,All Ages,Multiple Race,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,1GEN,8AGE,7RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,32.4,,,2.3,27.9,37.2,635,Female,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,35.3,,,2.3,30.8,40.1,655,Male,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB03,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,15.7,,,1.1,13.6,18.1,1233,Overall,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,12.6,,,2.9,7.9,19.6,187,Overall,All Ages,American Indian/Alaska Native,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,20.9,,,3.3,15,28.3,138,Overall,All Ages,Hispanic,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,17.8,,,1.6,14.8,21.2,549,Overall,All Ages,White,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,14.6,,,2.9,9.7,21.3,157,Overall,All Ages,Multiple Race,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,16.4,,,1.5,13.5,19.7,613,Female,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,15.1,,,1.5,12.3,18.2,617,Male,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB06,1
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.7,,,0.7,1.5,4.6,1233,Overall,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,0.4,,,0.4,0.1,2.6,187,Overall,All Ages,American Indian/Alaska Native,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,5,,,2.1,2.1,11.3,138,Overall,All Ages,Hispanic,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.6,,,1.3,1.8,7.2,549,Overall,All Ages,White,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.6,,,1.1,0.4,6.3,157,Overall,All Ages,Multiple Race,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.7,,,0.5,0.9,3,613,Female,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.5,,,1.2,1.7,6.8,617,Male,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB07,2
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,39.9,,,2.2,35.6,44.5,1279,Overall,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,38,,,5.1,28.4,48.6,199,Overall,All Ages,American Indian/Alaska Native,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,49.4,,,5,39.5,59.4,141,Overall,All Ages,Hispanic,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,40.5,,,2.9,34.8,46.4,559,Overall,All Ages,White,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,49.6,,,4.7,40.4,58.9,167,Overall,All Ages,Multiple Race,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,37.7,,,2.8,32.3,43.4,630,Female,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,42.1,,,2.9,36.3,48,645,Male,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB08,3
2017,AK,Alaska,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,9,,,1.7,6.1,12.9,1326,Overall,All Ages,All Races,High School,"(64.84507995700051, -147.72205903599973)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB04,1
