"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2019","INVENSENSE INC","2","0","1","0","33","9977","NJ","EAST BRUNSWICK","08816"
"2019","INTERFYSIO LLC","4","0","1","0","62","4134","NY","NEW YORK","10105"
"2019","TEL TECHNOLOGY CENTER AMERICA LLC","2","0","0","0","33","6804","TX","AUSTIN","78741"
"2019","SARGA SOLUTIONS INC","1","0","0","0","54","3037","VA","HERNDON","20170"
"2019","SOHAG MUNSHI CPA LLC","1","0","0","0","54","3436","NJ","EDISON","08817"
"2019","DELIGHT CONSULTING SERVICES LLC","0","0","1","0","54","3986","MI","ROCHESTER","48307"
"2019","COVANT SOLUTIONS INC","1","0","4","1","54","8309","DE","NEWARK","19713"
"2019","MAGNETI MARELLI HOLDING USA, LLC","0","0","2","1","55","2046","MI","AUBURN HILLS","48326"
"2019","VGA INTL LLC DBA HOME DESIGN OUTLE","0","1","0","0","44","4673","NJ","SECAUCUS","07094"
"2019","MUSIC CITY INSUR & FINANCE LLC","1","0","1","0","52","6118","TN","NASHVILLE","37211"
"2019","SOFTWARE TECHNOLOGY INC","0","0","1","0","54","2181","NJ","PRINCETON","08540"
"2019","360 DEGREE CUSTOMER INC","0","1","0","0","62","2463","CA","SANTA CLARA","95054"
"2019","HENDRICKSON USA L L C","1","0","0","0","33","5546","IL","WOODRIDGE","60517"
"2019","EPIC SYSTEMS INC","0","0","0","1","54","8231","VA","ALDIE","20105"
"2019","REVEREIT LLC","12","0","8","0","54","2135","VA","STERLING","20164"
"2019","EMERALD CONSULTING GROUP LLC","0","0","1","0","54","5478","OH","BROADVIEW HEIGHTS","44147"
"2019","CELER SYSTEMS INC","0","0","0","2","54","2920","CA","FOLSOM","95630"
"2019","CLEARBRIDGE INVESTMENTS LLC","0","0","1","0","52","6058","NY","NEW YORK","10018"
"2019","VPSS VICCS PUBLIC SECTOR SYSS LLC","2","0","0","0","54","9062","MD","ROCKVILLE","20852"
"2019","GENZYME THERAPEUTIC PRODUCTS LIMIT","0","0","1","0","32","2078","MA","CAMBRIDGE","02142"
"2019","PARK LAW GROUP PC","0","1","0","0","54","2847","GA","DULUTH","30097"
"2019","CORPTAX INC","0","0","1","0","54","8383","IL","BUFFALO GROVE","60089"
"2019","INTERNATIONAL SPANISH LANGUAGE ACA","1","0","0","0","61","2726","MN","MINNETONKA","55343"
"2019","ROSS INSTITUTE DBA THE ROSS SCHOOL","1","0","0","0","61","0911","NY","EAST HAMPTON","11937"
"2019","ENTIT SOFTWARE LLC","5","0","4","3","54","6088","TX","PLANO","75024"
"2019","SUPER TECHNOLOGY SOLUTIONS INC","1","0","0","0","54","1656","NJ","DUNELLEN","08812"
"2019","SUPER TECHNOLOGY SOLUTIONS INC","0","0","1","0","54","1656","NJ","GREEN BROOK","08812"
"2019","NATERA INC","5","0","0","0","54","4487","CA","SAN CARLOS","94070"
"2019","VERDERAME CALE ARCHITECTURE PLLC","1","0","0","0","54","9081","NY","NEW YORK","10012"
"2019","SOLGENIE TECHNOLOGIES INC","0","0","1","2","54","0380","GA","NORCROSS","30092"
"2019","SOLGENIE TECHNOLOGIES INC","0","0","1","0","54","0380","GA","PEACHTREE CORNERS","30092"
"2019","COMMUNITY CONNECTIONS OF NY INC","1","0","0","0","54","9860","NY","BUFFALO","14210"
"2019","TN AMERICAS LLC DBA ORANO","0","0","1","0","54","9924","MD","COLUMBIA","21045"
"2019","STARCOM CONS INC DBA ACCESS INST","0","1","0","0","99","4353","NY","KEW GARDENS","11415"
"2019","DATAMINR INC","1","0","0","0","54","8154","NY","NEW YORK","10016"
"2019","REVEREIT LLC","0","0","1","0","54","2135","VA","HERNDON","20171"
"2019","ALIRA HEALTH BOSTON LLC","0","0","1","0","54","3936","MA","FRAMINGHAM","01702"
"2019","MARU SOLUTIONS INCORPORATED","0","0","1","0","54","6175","DC","WASHINGTON","20002"
"2019","ACADIASOFT INC","1","0","0","0","51","8757","MA","NORWELL","02061"
"2019","ACADIASOFT INC","0","0","1","0","52","8757","MA","NORWELL","02061"
"2019","GLOBAL HOSPITALITY LLC","1","0","0","0","72","9979","MO","SAINT CHARLES","63301"
"2019","MICROSAN CONSULTANCY SVCS LLC","0","2","0","0","54","6947","CA","FOLSOM","95630"
"2019","OKIN AMERICA INC","0","2","0","0","33","4099","MS","SHANNON","38868"
"2019","SRINAV INC","0","1","0","1","54","7686","CA","FREMONT","94536"
"2019","ACCOLADE INC","2","0","1","0","62","9591","PA","PLYMOUTH MEETING","19462"
"2019","DORAN JONES INC","0","0","1","0","54","3970","NY","NEW YORK","10022"
"2019","UNITY INFLUENCE INC","0","0","0","1","51","7786","CA","DALY CITY","94015"
"2019","UNIVERSITY OF MAINE","3","0","3","0","61","0769","ME","ORONO","04469"
"2019","MAINE SCHOOL ADMIN DIST NO 17","1","0","0","0","61","6629","ME","SOUTH PARIS","04281"
"2019","MARKEM-IMAJE CORPORATION","2","0","1","0","33","3170","NH","KEENE","03431"
"2019","DARTMOUTH COLLEGE","1","0","2","0","61","2111","NH","HANOVER","03755"
"2019","MARY HITCHCOCK MEMORIAL HOSPITAL","2","0","0","1","62","2140","NH","LEBANON","03756"
"2019","LRGHEALTHCARE","1","0","0","0","62","2150","NH","LACONIA","03246"
"2019","ST PAULS SCHOOL","1","0","0","0","61","2227","NH","CONCORD","03301"
"2019","SERVICENOW INC","0","1","0","0","54","6195","CA","SANTA CLARA","95054"
"2019","FRANKLIN PIERCE UNIVERSITY","0","0","1","0","61","3136","NH","RINDGE","03461"
"2019","SOUTHERN NEW HAMPSHIRE UNIVERSITY","0","1","0","0","61","4509","NH","MANCHESTER","03106"
"2019","AIG TECHNOLOGIES INC","1","0","10","1","52","7338","NY","NEW YORK","10038"
"2019","CN HOLDINGS INC","1","0","1","0","54","9171","VT","WHITE RIVER JUNCTION","05001"
"2019","ASPECT SOFTWARE INC","2","1","1","0","54","4368","AZ","PHOENIX","85016"
"2019","SCHLEUNIGER INC","1","0","0","0","33","7301","NH","MANCHESTER","03103"
"2019","BOTTOMLINE TECHNOLOGIES DE INC","0","0","2","0","54","3294","NH","PORTSMOUTH","03801"
"2019","LONZA BIOLOGICS INC","0","2","0","1","32","2009","NH","PORTSMOUTH","03801"
"2019","SUPERIOR CONTROIS INC","0","0","1","0","54","2291","NH","SEABROOK","03874"
"2019","CATCH DATA SYSTEMS INC","1","0","0","0","54","7965","NH","LEBANON","03766"
"2019","FUJIFILM DIMATIX INC","0","0","1","0","32","9402","CA","SANTA CLARA","95050"
"2019","DEEBECON INC","4","1","4","0","54","0052","NH","NASHUA","03062"
"2019","MILLIMETER WAVE PRODUCTS INC","0","0","1","0","33","0774","FL","SAINT PETERSBURG","33702"
"2019","HIGHDATA SOFTWARE CORPORATION","1","0","4","0","54","5484","NH","SALEM","03079"
"2019","COVIDIEN LP","1","0","3","1","33","2162","MN","MINNEAPOLIS","55432"
"2019","SKIN & LASER SURGERY CTR OF NEW EN","1","0","0","0","62","7419","NH","NASHUA","03060"
"2019","DAO EMERGING TECHNOLOGIES INC","1","0","0","0","51","9029","NY","WATERLOO","13165"
"2019","ADVANTAGE BUSINESS MEDIA","0","0","1","0","54","9321","NJ","ROCKAWAY","07866"
"2019","RIVERSTONE RESOURCES LLC","0","0","2","0","52","1580","NH","MANCHESTER","03101"
"2019","GTT LLC","0","0","1","0","56","4874","NH","PORTSMOUTH","03801"
"2019","S R INTERNATIONAL INC","0","0","1","1","54","1480","IL","NAPERVILLE","60564"
"2019","RESOLVIT RESOURCES LLC DBA RESOLVI","1","0","0","0","54","8092","VA","VIENNA","22182"
"2019","PROFITSWORD LLC","0","0","1","0","54","4332","GA","ALPHARETTA","30005"
"2019","TANISHA SYSTEMS INC","0","0","3","0","54","9348","NJ","ISELIN","08830"
"2019","TANISHA SYSTEMS INC","14","0","14","0","54","9348","NY","NEW YORK","10118"
"2019","CK TECHNOLOGIES LLC","1","0","0","0","32","0746","OH","MONTPELIER","43543"
"2019","INTEGRAL FINANCIAL LLC","0","1","0","0","52","5622","CA","SAN JOSE","95129"
"2019","NOVARTIS INSTS FOR BIOMEDICAL RESE","1","0","0","1","54","7016","MA","CAMBRIDGE","02139"
"2019","NOVARTIS INSTS FOR BIOMEDICAL RESE","0","0","8","0","54","7016","NJ","EAST HANOVER","07936"
"2019","EDI MEDIA INC","1","0","0","0","54","9404","CA","WEST COVINA","91790"
"2019","FX DIRECT DEALER LLC","1","0","0","0","52","3635","NJ","JERSEY CITY","07310"
"2019","ARCH CAPITAL SERVICES INC","0","0","0","1","52","6800","NY","WHITE PLAINS","10601"
"2019","BHRIGUS INC","0","6","3","2","54","5017","NJ","SOMERSET","08873"
"2019","FARASIS ENERGY INC","1","0","0","0","33","8260","CA","HAYWARD","94545"
"2019","STELLA MCCARTNEY AMERICA INC","1","0","0","0","44","9107","NY","NEW YORK","10001"
"2019","3K TECHNOLOGIES LLC","3","0","2","0","54","4148","CA","MILPITAS","95035"
"2019","THOUGHTLAB LLC","0","1","0","0","54","7195","UT","SALT LAKE CITY","84111"
"2019","ARCHIMEDEAN ACADEMY INC D/B/A ARCH","1","0","0","0","61","7904","FL","MIAMI","33183"
"2019","DKS STEEL DOOR & FRAME SYSTEMS INC","1","0","0","0","33","5370","CA","LOS ANGELES","90040"
"2019","IHEARTMEDIA MANAGEMENT SVCS INC","1","0","0","0","51","9566","NY","NEW YORK","10019"
"2019","IHEARTMEDIA MANAGEMENT SVCS INC","1","0","3","1","51","9566","TX","SAN ANTONIO","78258"
"2019","WELCH ALLYN INC","3","0","0","0","33","3407","IN","BATESVILLE","47006"
"2019","ZUEHLS LEGASPI & COMPANY","1","0","0","0","54","5715","CA","LOS ANGELES","90071"
"2019","CHINA TELECOM AMERICAS CORPORATION","15","1","0","0","51","5788","VA","HERNDON","20170"
"2019","NEXGEN TECHNOLOGIES LLC","0","0","1","0","54","7562","NJ","PRINCETON","08540"
"2019","EGENCIA LLC","1","0","3","0","54","9848","WA","BELLEVUE","98004"
"2019","AMERIT CONSULTING INC","0","0","1","0","56","1746","CA","SAN DIEGO","92130"
"2019","SAROJ MANJU INVESTMENTS LLC","0","0","1","0","72","5292","VA","GREAT FALLS","22066"
"2019","CAVISSON SYSTEMS INC","3","0","4","0","54","7773","CA","FREMONT","94539"
"2019","TATA COMMUNICATIONS AMERICA INC","2","1","0","0","51","5544","NJ","MATAWAN","07747"
"2019","SHANNON RIVER FUND MANAGEMENT LLC","0","0","1","0","54","7358","NY","NEW YORK","10022"
"2019","GP CONSULTING LLC","1","0","0","0","54","1485","VA","BURKE","22015"
"2019","TEAMSOFT TECHNOLOGIES LLC","2","1","2","0","54","2749","CA","SANTA CLARA","95054"
"2019","INTEGRIDATA BUS & TECH SOLNS LLC","1","0","0","0","54","1574","NY","NEW YORK","10168"
"2019","SOFT SPAN INC","0","0","0","1","54","7832","NJ","AVENEL","07001"
"2019","SAMITI TECHNOLOGY INC","7","0","6","0","54","5114","NJ","EDISON","08820"
"2019","JESKE ENGINEERING INC","0","0","1","0","54","9847","MO","KANSAS CITY","64153"
"2019","VIVID SEATS LLC","0","0","1","0","56","1684","IL","CHICAGO","60606"
"2019","STAINLESS TECHNOLOGIES LLC","1","0","0","0","54","2183","WI","MENOMONIE","54751"
"2019","CYBERTECH SYSTEMS & SOFTWARE INC","0","0","0","1","54","4919","IL","OAK BROOK","60523"
"2019","THE CODE GROUP INC DBA VCA GREEN","1","0","0","0","54","7917","CA","ORANGE","92868"
"2019","R1 RCM INC F/K/A ACCRETIVE HEALTH","0","0","1","0","54","8101","IL","CHICAGO","60611"
"2019","PACKAGING DISTRIBUTION SVCS LLC","0","0","1","0","56","0570","NJ","EDISON","08817"
"2019","DELAWARE HOTEL GROUP LLC","0","0","1","0","72","1067","NJ","MOUNT LAUREL","08054"
"2019","EPITOME TECHNOLOGY INC","0","0","1","0","54","9131","MD","COLUMBIA","21046"
"2019","ARIEL INVESTMENTS LLC","0","0","1","0","52","2418","CA","LOS ANGELES","90017"
"2019","SITIME CORPORATION","0","0","1","0","33","3868","CA","SANTA CLARA","95054"
"2019","PRAMUKH KRUPA REAL ESTATE HOLDINGS","0","0","1","0","53","9462","PA","BENSALEM","19020"
"2019","TECHNOLOGY CREST CORPORATION","0","0","1","0","54","5938","CA","GOLD RIVER","95670"
"2019","ZENITH ACADEMY","1","0","0","0","61","7198","OH","COLUMBUS","43229"
"2019","FTI CONSULTING TECHNOLOGY LLC","0","0","2","0","54","6098","MD","BOWIE","20715"
"2019","LOOKOUT INC","0","0","1","0","51","7613","CA","SAN FRANCISCO","94111"
"2019","APEX MEDICAL RESEARCH AMR INC","0","1","0","0","54","6484","IL","CHICAGO","60607"
"2019","TK DIGITAL CORPORATION","0","0","1","0","54","6379","NY","BROOKLYN","11249"
"2019","INNOVATECH SOLUTIONS INC","0","0","1","0","54","6223","NJ","MONROE TOWNSHIP","08831"
"2019","S NET COMMUNICATIONS INC","1","0","0","0","51","6509","IL","DES PLAINES","60018"
"2019","BRANSCOMB PHARMACY CORPORATION","0","0","1","0","44","3535","CA","LAYTONVILLE","95454"
"2019","STERLING 5 INC","1","2","4","1","54","5421","FL","BOCA RATON","33487"
"2019","GLENMEDE INVESTMENT MANAGEMENT LP","1","0","0","0","52","0147","PA","PHILADELPHIA","19103"
"2019","XINGCHENG SPECIAL STEEL AMERICA IN","0","0","1","0","42","7667","TX","HOUSTON","77042"
"2019","SAMSUNG PAY INC","2","0","0","0","54","8522","MA","BURLINGTON","01803"
"2019","MISHA HEALTH CARE LLC/DBA ULTRA CA","1","0","0","0","44","9631","NJ","JERSEY CITY","07304"
"2019","HULU LLC","4","0","2","2","51","9769","CA","SANTA MONICA","90404"
"2019","UNIV OF NEW HAMPSHIRE","1","0","0","0","61","0937","NH","DURHAM","03824"
"2019","NATIONAL LIFE GROUP","0","0","1","0","52","4090","VT","MONTPELIER","05604"
"2019","OMYA INC","1","0","0","0","32","4580","OH","CINCINNATI","45242"
"2019","PRES & FELLOWS OF MIDDLEBURY COLLE","1","0","1","0","61","9298","VT","MIDDLEBURY","05753"
"2019","THE UNIV OF VT","5","0","3","0","61","9440","VT","BURLINGTON","05405"
"2019","ST JOHNSBURY ACADEMY","0","0","1","0","61","1215","VT","ST JOHNSBURY","05819"
"2019","CASTLETON UNIVERSITY","1","0","0","0","61","3787","VT","CASTLETON","05735"
"2019","RICHFORD HLTH CTR INC DBA NORTHERN","1","0","0","0","62","5982","VT","RICHFORD","05476"
"2019","UNIVERSITY OF VERMONT MEDICAL CTR","2","0","0","0","62","9309","VT","BURLINGTON","05401"
"2019","UNIV OF VERMONT MEDICAL GROUP","0","0","3","0","62","5105","VT","BURLINGTON","05401"
"2019","NORTHWESTERN MEDICAL CENTER INC","1","0","0","0","62","6986","VT","SAINT ALBANS","05478"
"2019","NEW CHAPTER INC","0","0","1","0","42","1418","VT","BRATTLEBORO","05301"
"2019","KEURIG GREEN MOUNTAIN INC","0","0","1","0","31","9228","MA","BURLINGTON","01803"
"2019","MY WEBGROCER INC","0","0","1","0","54","1920","VT","WINOOSKI","05404"
"2019","GE HEALTHCARE IITS USA CORP","7","0","3","0","33","3612","WI","WAUKESHA","53188"
"2019","3I PEOPLE INC","0","0","1","0","54","5372","GA","ALPHARETTA","30022"
"2019","INTERNATIONAL TECHNOLOGIES PRO LLC","0","0","2","3","54","7009","TX","HOUSTON","77046"
"2019","INTL TECHS PRO DBA IQ TECH PROS","0","0","0","7","54","7009","TX","HOUSTON","77057"
"2019","WORTH ROSS MANAGEMENT CO INC","1","0","0","0","53","0975","TX","DALLAS","75204"
"2019","ORIS TECH INC DBA ORIS TECH","0","0","1","0","54","2042","TX","NEW BRAUNFELS","78130"
"2019","2 DO AGAIN LLC DBA ONCE AGAIN APPA","0","0","1","0","99","1502","NY","NEW YORK","10018"
"2019","GOVERNMENT WORKS INC","1","0","0","0","54","3374","MA","SOUTHBOROUGH","01772"
"2019","JOYCE AND ASSOCIATES","1","0","0","0","54","7606","MA","BOSTON","02114"
"2019","NAVINTA LLC","1","0","0","0","32","7063","NJ","TRENTON","08618"
"2019","ARDENT SERVICES LLC","1","0","0","0","23","7082","LA","COVINGTON","70433"
"2019","DAKSWAN AUTOMATION SYSTEMS INC","1","0","0","0","54","9384","IN","NOBLESVILLE","46060"
"2019","LOGICAR INC","1","0","0","0","99","8054","FL","MIAMI","33169"
"2019","RIVERBED TECHNOLOGY INC","0","0","4","1","51","8754","CA","SAN FRANCISCO","94107"
"2019","RIVERBED TECHNOLOGY INC","0","0","3","0","54","8754","CA","SAN FRANCISCO","94107"
"2019","RIVERBED TECH INC","3","0","0","0","54","8754","CA","SUNNYVALE","94085"
"2019","BU SUNG AMERICA CORP","0","0","0","1","99","0169","CA","COMPTON","90220"
"2019","MAINSTAY ENGRG GR INC","1","0","0","0","54","3932","PA","NORTH WALES","19454"
